# wall time,egm tm, egm seqno, input joint, received joint
1542074114987.00000,1557643.00000,377.00000,1.00485,1.55342
1542074114987.00000,1557647.00000,378.00000,0.99346,1.54383
1542074115007.00000,1557651.00000,379.00000,0.98204,1.53422
1542074115007.00000,1557655.00000,380.00000,0.97059,1.52458
1542074115027.00000,1557659.00000,381.00000,0.95912,1.51491
1542074115027.00000,1557663.00000,382.00000,0.94762,1.50521
1542074115027.00000,1557667.00000,383.00000,0.93609,1.49547
1542074115047.00000,1557671.00000,384.00000,0.92453,1.48570
1542074115047.00000,1557675.00000,385.00000,0.91295,1.47589
1542074115067.00000,1557679.00000,386.00000,0.90134,1.46605
1542074115067.00000,1557683.00000,387.00000,0.88971,1.45619
1542074115067.00000,1557687.00000,388.00000,0.87805,1.44628
1542074115087.00000,1557691.00000,389.00000,0.86636,1.43634
1542074115087.00000,1557695.00000,390.00000,0.85465,1.42637
1542074115107.00000,1557699.00000,391.00000,0.84291,1.41636
1542074115107.00000,1557703.00000,392.00000,0.83114,1.40631
1542074115107.00000,1557707.00000,393.00000,0.81935,1.39622
1542074115127.00000,1557711.00000,394.00000,0.80754,1.38609
1542074115127.00000,1557715.00000,395.00000,0.79570,1.37592
1542074115147.00000,1557719.00000,396.00000,0.78383,1.36572
1542074115147.00000,1557723.00000,397.00000,0.77194,1.35549
1542074115147.00000,1557727.00000,398.00000,0.76003,1.34522
1542074115167.00000,1557731.00000,399.00000,0.74809,1.33493
1542074115167.00000,1557735.00000,400.00000,0.73613,1.32460
1542074115187.00000,1557739.00000,401.00000,0.72414,1.31424
1542074115187.00000,1557743.00000,402.00000,0.71213,1.30385
1542074115187.00000,1557747.00000,403.00000,0.70009,1.29341
1542074115207.00000,1557751.00000,404.00000,0.68803,1.28294
1542074115207.00000,1557755.00000,405.00000,0.67595,1.27244
1542074115231.00000,1557759.00000,406.00000,0.66384,1.26190
1542074115233.00000,1557763.00000,407.00000,0.65172,1.25134
1542074115235.00000,1557767.00000,408.00000,0.63956,1.24075
1542074115245.00000,1557771.00000,409.00000,0.62739,1.23013
1542074115245.00000,1557775.00000,410.00000,0.61519,1.21947
1542074115265.00000,1557779.00000,411.00000,0.60297,1.20878
1542074115265.00000,1557783.00000,412.00000,0.59073,1.19805
1542074115265.00000,1557787.00000,413.00000,0.57846,1.18727
1542074115285.00000,1557791.00000,414.00000,0.56618,1.17647
1542074115285.00000,1557795.00000,415.00000,0.55387,1.16563
1542074115305.00000,1557799.00000,416.00000,0.54154,1.15476
1542074115305.00000,1557803.00000,417.00000,0.52919,1.14386
1542074115305.00000,1557807.00000,418.00000,0.51682,1.13292
1542074115325.00000,1557811.00000,419.00000,0.50443,1.12195
1542074115325.00000,1557815.00000,420.00000,0.49201,1.11095
1542074115345.00000,1557819.00000,421.00000,0.47958,1.09993
1542074115345.00000,1557823.00000,422.00000,0.46712,1.08887
1542074115345.00000,1557827.00000,423.00000,0.45465,1.07778
1542074115365.00000,1557831.00000,424.00000,0.44215,1.06665
1542074115365.00000,1557835.00000,425.00000,0.42964,1.05550
1542074115385.00000,1557839.00000,426.00000,0.41710,1.04432
1542074115385.00000,1557843.00000,427.00000,0.40455,1.03310
1542074115385.00000,1557847.00000,428.00000,0.39198,1.02185
1542074115405.00000,1557851.00000,429.00000,0.37939,1.01056
1542074115405.00000,1557855.00000,430.00000,0.36678,0.99925
1542074115425.00000,1557859.00000,431.00000,0.35415,0.98791
1542074115425.00000,1557863.00000,432.00000,0.34150,0.97654
1542074115425.00000,1557867.00000,433.00000,0.32883,0.96513
1542074115445.00000,1557871.00000,434.00000,0.31615,0.95369
1542074115445.00000,1557875.00000,435.00000,0.30345,0.94221
1542074115465.00000,1557879.00000,436.00000,0.29073,0.93071
1542074115465.00000,1557883.00000,437.00000,0.27799,0.91917
1542074115465.00000,1557887.00000,438.00000,0.26524,0.90762
1542074115485.00000,1557891.00000,439.00000,0.25247,0.89603
1542074115485.00000,1557895.00000,440.00000,0.23969,0.88443
1542074115505.00000,1557899.00000,441.00000,0.22688,0.87280
1542074115505.00000,1557903.00000,442.00000,0.21406,0.86115
1542074115505.00000,1557907.00000,443.00000,0.20123,0.84946
1542074115525.00000,1557911.00000,444.00000,0.18838,0.83774
1542074115525.00000,1557915.00000,445.00000,0.17551,0.82598
1542074115545.00000,1557919.00000,446.00000,0.16263,0.81419
1542074115545.00000,1557923.00000,447.00000,0.14973,0.80237
